SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,rainfall_mm
35746,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,13-11-2021 08:00,0
35747,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,14-11-2021 08:00,0
35748,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,15-11-2021 08:00,0
35749,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,16-11-2021 08:00,0
35750,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,17-11-2021 08:00,0
35751,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,18-11-2021 08:00,0
35752,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,19-11-2021 08:00,0
35753,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,20-11-2021 08:00,0
35754,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,21-11-2021 08:00,0
35755,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,22-11-2021 08:00,0
35756,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,23-11-2021 08:00,0
35757,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,24-11-2021 08:00,0
35758,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,25-11-2021 08:00,0
35759,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,26-11-2021 08:00,0
35760,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,27-11-2021 08:00,0
35761,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,28-11-2021 08:00,0
35762,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,29-11-2021 08:00,0
35763,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,30-11-2021 08:00,0
35764,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,1/12/2021 8:00,0
35765,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,2/12/2021 8:00,0
35766,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,3/12/2021 8:00,0
35767,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,4/12/2021 8:00,0
35768,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,5/12/2021 8:00,0
35769,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,6/12/2021 8:00,0
35770,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,7/12/2021 8:00,0
35771,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,8/12/2021 8:00,0
35772,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,9/12/2021 8:00,0
35773,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,10/12/2021 8:00,0
35774,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,11/12/2021 8:00,0
35775,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,12/12/2021 8:00,0
35776,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,13-12-2021 08:00,0
35777,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,14-12-2021 08:00,0
35778,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,15-12-2021 08:00,0
35779,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,16-12-2021 08:00,0
35780,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,17-12-2021 08:00,0
35781,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,18-12-2021 08:00,0
35782,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,19-12-2021 08:00,0
35783,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,20-12-2021 08:00,0
35784,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,21-12-2021 08:00,0
35785,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,22-12-2021 08:00,0
35786,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,23-12-2021 08:00,0
35787,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,24-12-2021 08:00,0
35788,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,25-12-2021 08:00,0
35789,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,26-12-2021 08:00,0
35790,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,27-12-2021 08:00,0
35791,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,28-12-2021 08:00,0
35792,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,29-12-2021 08:00,0
35793,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,30-12-2021 08:00,0
35794,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,31-12-2021 08:00,0
35795,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,1/1/2022 8:00,0
35796,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,2/1/2022 8:00,0
35797,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,3/1/2022 8:00,0
35798,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,4/1/2022 8:00,0
35799,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,5/1/2022 8:00,0
35800,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,6/1/2022 8:00,0
35801,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,7/1/2022 8:00,0
35802,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,8/1/2022 8:00,0
35803,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,9/1/2022 8:00,0
35804,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,10/1/2022 8:00,0
35805,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,11/1/2022 8:00,0
35806,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,12/1/2022 8:00,0
35807,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,13-01-2022 08:00,0
35808,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,14-01-2022 08:00,0
35809,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,15-01-2022 08:00,0
35810,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,16-01-2022 08:00,0
35811,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,17-01-2022 08:00,0
35812,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,18-01-2022 08:00,0
35813,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,19-01-2022 08:00,0
35814,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,20-01-2022 08:00,0
35815,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,21-01-2022 08:00,0
35816,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,22-01-2022 08:00,0
35817,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,23-01-2022 08:00,0
35818,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,24-01-2022 08:00,0
35819,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,25-01-2022 08:00,0
35820,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,26-01-2022 08:00,0
35821,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,27-01-2022 08:00,0
35822,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,28-01-2022 08:00,0
35823,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,29-01-2022 08:00,0
35824,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,30-01-2022 08:00,0
35825,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,31-01-2022 08:00,0
35826,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,1/2/2022 8:00,20.313
35827,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,2/2/2022 8:00,0
35828,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,3/2/2022 8:00,0
35829,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,4/2/2022 8:00,0
35830,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,5/2/2022 8:00,0
35831,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,6/2/2022 8:00,0
35832,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,7/2/2022 8:00,0
35833,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,8/2/2022 8:00,0
35834,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,9/2/2022 8:00,0
35835,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,10/2/2022 8:00,0
35836,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,11/2/2022 8:00,0
35837,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,12/2/2022 8:00,0
35838,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,13-02-2022 08:00,0
35839,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,14-02-2022 08:00,0
35840,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,15-02-2022 08:00,0
35841,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,16-02-2022 08:00,0
35842,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,17-02-2022 08:00,0
35843,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,18-02-2022 08:00,0
35844,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,19-02-2022 08:00,0
35845,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,20-02-2022 08:00,0
35846,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,21-02-2022 08:00,0
35847,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,22-02-2022 08:00,0
35848,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,23-02-2022 08:00,0
35849,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,24-02-2022 08:00,0
35850,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,25-02-2022 08:00,0
35851,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,26-02-2022 08:00,0
35852,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,27-02-2022 08:00,0
35853,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,28-02-2022 08:00,0
35854,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,1/3/2022 8:00,18.849
35855,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,2/3/2022 8:00,0
35856,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,3/3/2022 8:00,0
35857,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,4/3/2022 8:00,0
35858,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,5/3/2022 8:00,0
35859,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,6/3/2022 8:00,0
35860,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,7/3/2022 8:00,0
35861,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,8/3/2022 8:00,0
35862,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,9/3/2022 8:00,0
35863,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,10/3/2022 8:00,0
35864,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,11/3/2022 8:00,0
35865,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,12/3/2022 8:00,0
35866,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,13-03-2022 08:00,0
35867,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,14-03-2022 08:00,0
35868,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,15-03-2022 08:00,0
35869,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,16-03-2022 08:00,0
35870,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,17-03-2022 08:00,0
35871,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,18-03-2022 08:00,0
35872,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,19-03-2022 08:00,0
35873,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,20-03-2022 08:00,0
35874,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,21-03-2022 08:00,0
35875,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,22-03-2022 08:00,0
35876,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,23-03-2022 08:00,0
35877,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,24-03-2022 08:00,0
35878,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,25-03-2022 08:00,0
35879,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,26-03-2022 08:00,0
35880,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,27-03-2022 08:00,0
35881,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,28-03-2022 08:00,0
35882,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,29-03-2022 08:00,0
35883,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,30-03-2022 08:00,0
35884,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,31-03-2022 08:00,0
35885,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,1/4/2022 8:00,32.706
35886,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,2/4/2022 8:00,0
35887,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,3/4/2022 8:00,0
35888,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,4/4/2022 8:00,0
35889,Sangla baspa khad,Himachal Pradesh,2,Himachal Pradesh,23,SHIMLA,SHIMLA RURAL(T),-,-,-,-,-,-,-,-,31.42277778,78.265,5/4/2022 8:00,0
